taxid	superkingdom	kingdom	phylum	class	order	family	genus	species
1304	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius
518	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica
2734	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum
1351	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
2342	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Bruguierivoracaceae	Sodalis	Candidatus Sodalis pierantonius
1719	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
196	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter fetus
2102	Bacteria	Kin_Terrabacteria group	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma mycoides
1143	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Synechococcales	Synechococcales	Merismopediaceae	Synechocystis	Synechocystis sp.
7868	Eukaryota	Metazoa	Chordata	Chondrichthyes	Chimaeriformes	Callorhinchidae	Callorhinchus	Callorhinchus milii
9986	Eukaryota	Metazoa	Chordata	Mammalia	Lagomorpha	Leporidae	Oryctolagus	Oryctolagus cuniculus
41899	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia plantarii
28072	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Nostocales	Nostocales	Nostocaceae	Nostoc	Nostoc sp. PCC 7524
7240	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila simulans
9315	Eukaryota	Metazoa	Chordata	Mammalia	Diprotodontia	Macropodidae	Notamacropus	Notamacropus eugenii
75906	Bacteria	Kin_of_Aquificae	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
29902	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia frigida
9796	Eukaryota	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus caballus
30538	Eukaryota	Metazoa	Chordata	Mammalia	Artiodactyla	Camelidae	Vicugna	Vicugna pacos
44251	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus durus
70775	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas plecoglossicida
8478	Eukaryota	Metazoa	Chordata	Cla_of_Testudinata	Testudines	Emydidae	Chrysemys	Chrysemys picta
66084	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia sp. wRi
37487	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
55588	Eukaryota	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Uromyces	Uromyces viciae-fabae
43687	Archaea	Kin_TACK group	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera sedula
28229	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia psychrerythraea
75379	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Fam_of_Thiomonas	Thiomonas	Thiomonas intermedia
9361	Eukaryota	Metazoa	Chordata	Mammalia	Cingulata	Dasypodidae	Dasypus	Dasypus novemcinctus
34018	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	Rhodospirillum centenum
42254	Eukaryota	Metazoa	Chordata	Mammalia	Eulipotyphla	Soricidae	Sorex	Sorex araneus
64471	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Synechococcales	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. CC9311
65058	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ulcerans
9940	Eukaryota	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis	Ovis aries
7460	Eukaryota	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera
9978	Eukaryota	Metazoa	Chordata	Mammalia	Lagomorpha	Ochotonidae	Ochotona	Ochotona princeps
46234	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Nostocales	Nostocales	Nostocaceae	Anabaena	Anabaena sp. 90
28152	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia kristensenii
47715	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus rhamnosus
55601	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio anguillarum
63612	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Bruguierivoracaceae	Sodalis	Sodalis glossinidius
29730	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium raimondii
43989	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Oscillatoriophycideae	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera subtropica
65393	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Oscillatoriophycideae	Chroococcales	Aphanothecaceae	Gloeothece	Gloeothece citriformis
56458	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas sacchari
9358	Eukaryota	Metazoa	Chordata	Mammalia	Pilosa	Megalonychidae	Choloepus	Choloepus hoffmanni
74546	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Synechococcales	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
9031	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Gallus	Gallus gallus
30608	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cheirogaleidae	Microcebus	Microcebus murinus
29561	Bacteria	Kin_Terrabacteria group	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasmopsis	Mycoplasmopsis meleagridis
48883	Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Thraupidae	Geospiza	Geospiza fortis
49012	Eukaryota	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium	Sporisorium scitamineum
51589	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula hispanica
10090	Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus
61635	Bacteria	Kin_Terrabacteria group	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Paracholeplasma	Paracholeplasma brassicae
42862	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia felis
71421	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae
7245	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila yakuba
13616	Eukaryota	Metazoa	Chordata	Mammalia	Didelphimorphia	Didelphidae	Monodelphis	Monodelphis domestica
40754	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thioploca	Thioploca ingrica
9913	Eukaryota	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus
77105	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia borealis
60480	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. MR-4
9685	Eukaryota	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Felis	Felis catus
36809	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacteroides	Mycobacteroides abscessus
7955	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Danionidae	Danio	Danio rerio
29423	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella oakridgensis
47466	Bacteria	Kin_of_Spirochaetes	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia miyamotoi
33033	Bacteria	Kin_Terrabacteria group	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra
35755	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium kutscheri
13146	Eukaryota	Metazoa	Chordata	Aves	Psittaciformes	Psittaculidae	Melopsittacus	Melopsittacus undulatus
28108	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas macleodii
39947	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	Oryza sativa
9646	Eukaryota	Metazoa	Chordata	Mammalia	Carnivora	Ursidae	Ailuropoda	Ailuropoda melanoleuca
29343	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Gen_of_[Clostridium] cellulosi	[Clostridium] cellulosi
40318	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces nodosus
28049	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Acidothermales	Acidothermaceae	Acidothermus	Acidothermus cellulolyticus
9807	Eukaryota	Metazoa	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Ceratotherium	Ceratotherium simum
80661	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletinellaceae	Phlebopus	Phlebopus portentosus
13373	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia mallei
40576	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus bovienii
65093	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Oscillatoriophycideae	Chroococcales	Aphanothecaceae	Halothece	Halothece sp. PCC 7418
42256	Bacteria	Kin_Terrabacteria group	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter radiotolerans
40137	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Afipia	Afipia carboxidovorans
29760	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	Vitis vinifera
45361	Bacteria	Kin_Terrabacteria group	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma conjunctivae
10181	Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Bathyergidae	Heterocephalus	Heterocephalus glaber
27679	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cebidae	Saimiri	Saimiri boliviensis
54126	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Neodiplogasteridae	Pristionchus	Pristionchus pacificus
57975	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis
40542	Bacteria	Kin_of_Fusobacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia buccalis
59505	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinotignum	Actinotignum schaalii
9823	Eukaryota	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa
36745	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharoperbutylacetonicum
76114	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	Aromatoleum aromaticum
9595	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Gorilla gorilla
36870	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Wigglesworthia	Wigglesworthia glossinidia
9606	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
69293	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	Gasterosteus aculeatus
63186	Bacteria	Kin_FCB group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans
7719	Eukaryota	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	Ciona	Ciona intestinalis
28031	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus fusiformis
9615	Eukaryota	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus
7757	Eukaryota	Metazoa	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	Petromyzon marinus
31234	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis remanei
35554	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter sulfurreducens
37326	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia brasiliensis
29486	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia ruckeri
9305	Eukaryota	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sarcophilus	Sarcophilus harrisii
8090	Eukaryota	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	Oryzias	Oryzias latipes
8364	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus	Xenopus tropicalis
8496	Eukaryota	Metazoa	Chordata	Cla_of_Crocodylia	Crocodylia	Alligatoridae	Alligator	Alligator mississippiensis
36329	Eukaryota	Kin_Sar	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium falciparum
69328	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. VLB120
9103	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Meleagris	Meleagris gallopavo
79929	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter marburgensis
56110	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Oscillatoriophycideae	Oscillatoriales	Oscillatoriaceae	Oscillatoria	Oscillatoria acuminata
7668	Eukaryota	Metazoa	Echinodermata	Echinoidea	Camarodonta	Strongylocentrotidae	Strongylocentrotus	Strongylocentrotus purpuratus
28901	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
33996	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter diazotrophicus
54291	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica
60847	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogeometricum	Halogeometricum borinquense
32051	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Synechococcales	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. WH 7803
78245	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Xanthobacter	Xanthobacter autotrophicus
66692	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus clausii
7739	Eukaryota	Metazoa	Chordata	Leptocardii	Amphioxiformes	Branchiostomidae	Branchiostoma	Branchiostoma floridae
72000	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Kocuria	Kocuria rhizophila
80854	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella viscosa
30611	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Galagidae	Otolemur	Otolemur garnettii
9365	Eukaryota	Metazoa	Chordata	Mammalia	Eulipotyphla	Erinaceidae	Erinaceus	Erinaceus europaeus
69896	Bacteria	Kin_Terrabacteria group	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Candidatus Phytoplasma solani
38323	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella henselae
29461	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella suis
9544	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
33941	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus thermoleovorans
29554	Bacteria	Kin_Terrabacteria group	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma canadense
80852	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	Aliivibrio wodanis
7260	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila willistoni
9813	Eukaryota	Metazoa	Chordata	Mammalia	Hyracoidea	Procaviidae	Procavia	Procavia capensis
8049	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus morhua
70601	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus horikoshii
59920	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Synechococcales	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
7897	Eukaryota	Metazoa	Chordata	Cla_Coelacanthimorpha	Coelacanthiformes	Coelacanthidae	Latimeria	Latimeria chalumnae
40324	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia
9785	Eukaryota	Metazoa	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta africana
59374	Bacteria	Kin_FCB group	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter succinogenes
9371	Eukaryota	Metazoa	Chordata	Mammalia	Ord_of_Tenrecidae	Tenrecidae	Echinops	Echinops telfairi
10029	Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Cricetulus	Cricetulus griseus
69014	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus kodakarensis
56780	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophus aciditrophicus
76869	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
57497	Bacteria	Kin_Terrabacteria group	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus radiopugnans
53346	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus mundtii
28173	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio nigripulchritudo
9739	Eukaryota	Metazoa	Chordata	Mammalia	Artiodactyla	Delphinidae	Tursiops	Tursiops truncatus
10020	Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Heteromyidae	Dipodomys	Dipodomys ordii
35701	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Heliobacteriaceae	Heliomicrobium	Heliomicrobium modesticaldum
68570	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albulus
9483	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cebidae	Callithrix	Callithrix jacchus
59922	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Synechococcales	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
13035	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Synechococcales	Synechococcales	Synechococcaceae	Dactylococcopsis	Dactylococcopsis salina
28118	Bacteria	Kin_FCB group	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus
29471	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium atrosepticum
74829	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas balearica
42094	Bacteria	Kin_Terrabacteria group	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	Ureaplasma diversum
59463	Eukaryota	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis lucifugus
9258	Eukaryota	Metazoa	Chordata	Mammalia	Monotremata	Ornithorhynchidae	Ornithorhynchus	Ornithorhynchus anatinus
55583	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Dehalobacter	Dehalobacter restrictus
9601	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo abelii
28110	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella philomiragia
82310	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phlebiopsis	Phlebiopsis gigantea
62977	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baylyi
29459	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella melitensis
43179	Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Sciuridae	Ictidomys	Ictidomys tridecemlineatus
34099	Bacteria	Kin_FCB group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	Blattabacterium sp.
