
code	|	name	|	preferred name	|	taxid
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19992322	|	 	|	1412452
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19994216	|	 	|	1412499
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20082034	|	 	|	1412488
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20083456	|	 	|	1412506
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20083636	|	 	|	1412490
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20084384	|	 	|	1412477
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20084644	|	 	|	1412480
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20084824	|	 	|	1412478
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20085285	|	 	|	1412489
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20090419	|	 	|	1412517
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20090435	|	 	|	1412513
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20090877	|	 	|	1412521
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20091739	|	 	|	1412523
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20092320	|	 	|	1412508
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093266	|	 	|	1412475
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093421	|	 	|	1412514
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093430	|	 	|	1412512
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093538	|	 	|	1412522
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093543	|	 	|	1412520
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093784	|	 	|	1412509
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093788	|	 	|	1412511
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093950	|	 	|	1412519
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093977	|	 	|	1412510
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094079	|	 	|	1412524
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094177	|	 	|	1412479
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094301	|	 	|	1412505
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094350	|	 	|	1412504
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094352	|	 	|	1412491
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094383	|	 	|	1412516
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094389	|	 	|	1412515
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094521	|	 	|	1412484
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094642	|	 	|	1412518
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094682	|	 	|	1412476
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094803	|	 	|	1412503
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20095309	|	 	|	1412507
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20095440	|	 	|	1412492
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20100239	|	 	|	1412481
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20100349	|	 	|	1412482
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20121703	|	 	|	1412483
1	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20123395	|	 	|	1412495
1	|	Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. CDC1983-67	|	 	|	1225522
1	|	Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. RKS5078	|	 	|	1081093
1	|	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	|	 	|	550538
1	|	Salmonella enterica subsp. enterica serovar Heidelberg str. 41578	|	 	|	1124936
1	|	Salmonella enterica subsp. enterica serovar Heidelberg str. B182	|	 	|	1160717
1	|	Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002064	|	 	|	1299044
1	|	Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069	|	 	|	1271864
1	|	Salmonella enterica subsp. enterica serovar Heidelberg str. SL476	|	 	|	454169
3	|	Salmonella enterica subsp. enterica serovar Infantis 1326/28	|	 	|	 
1	|	Salmonella enterica subsp. enterica serovar Javiana str. CFSAN001992	|	 	|	1267753
1	|	Salmonella enterica subsp. enterica serovar Montevideo str. 507440-20	|	 	|	859199
1	|	Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1903	|	 	|	1454603
2	|	Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1921	|	Salmonella enterica subsp. enterica serovar Montevideo str. CDC 86-0391	|	1454606
1	|	Salmonella enterica subsp. enterica serovar Newport str. CDC 2010K-2159	|	 	|	1454627
1	|	Salmonella enterica subsp. enterica serovar Newport str. CVM 21538	|	 	|	796731
1	|	Salmonella enterica subsp. enterica serovar Newport str. CVM 21550	|	 	|	796733
1	|	Salmonella enterica subsp. enterica serovar Newport str. CVM 21554	|	 	|	858308
1	|	Salmonella enterica subsp. enterica serovar Newport str. CVM 22425	|	 	|	796730
1	|	Salmonella enterica subsp. enterica serovar Newport str. CVM 22462	|	 	|	858305
1	|	Salmonella enterica subsp. enterica serovar Newport str. CVM 22513	|	 	|	796732
1	|	Salmonella enterica subsp. enterica serovar Newport str. CVM N1543	|	 	|	858307
1	|	Salmonella enterica subsp. enterica serovar Newport str. CVM N18486	|	 	|	858306
1	|	Salmonella enterica subsp. enterica serovar Newport str. SL254	|	 	|	423368
1	|	Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1927	|	 	|	1454620
1	|	Salmonella enterica subsp. enterica serovar Newport str. USMARC-S3124.1	|	 	|	877468
3	|	Salmonella enterica subsp. enterica serovar Paratyphi A CMCC 50503	|	 	|	 
3	|	Salmonella enterica subsp. enterica serovar Paratyphi A CMCC 50973	|	 	|	 
3	|	Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU 12601 AKU12601	|	 	|	 
1	|	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	|	 	|	295319
3	|	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7 SGSC4150	|	 	|	 
1	|	Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594	|	 	|	476213
1	|	Salmonella enterica subsp. enterica serovar Pullorum	|	 	|	605
1	|	Salmonella enterica subsp. enterica serovar Pullorum str. S06004	|	 	|	1298917
1	|	Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633	|	 	|	439843
3	|	Salmonella enterica subsp. enterica serovar Tennessee str. TXSC TXSC08-19	|	 	|	 
1	|	Salmonella enterica subsp. enterica serovar Thompson str. RM6836	|	 	|	1064551
1	|	Salmonella enterica subsp. enterica serovar Typhi str. CT18	|	 	|	220341
1	|	Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12	|	 	|	1132507
1	|	Salmonella enterica subsp. enterica serovar Typhi str. Ty21a	|	 	|	527001
1	|	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	|	 	|	209261
3	|	Salmonella enterica subsp. enterica serovar Typhimurium 138736	|	 	|	 
3	|	Salmonella enterica subsp. enterica serovar Typhimurium ATCC 13311	|	 	|	 
3	|	Salmonella enterica subsp. enterica serovar Typhimurium VNP20009	|	 	|	 
1	|	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	|	 	|	588858
1	|	Salmonella enterica subsp. enterica serovar Typhimurium str. 798	|	 	|	1008297
1	|	Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-0870	|	 	|	1454642
1	|	Salmonella enterica subsp. enterica serovar Typhimurium str. D23580	|	 	|	568708
1	|	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	|	 	|	85569
1	|	Salmonella enterica subsp. enterica serovar Typhimurium str. DT2	|	 	|	568709
1	|	Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553	|	 	|	996633
1	|	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	|	 	|	99287
1	|	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	|	 	|	216597
1	|	Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74	|	 	|	909946
1	|	Salmonella enterica subsp. enterica serovar Typhimurium str. T000240	|	 	|	718274
1	|	Salmonella enterica subsp. enterica serovar Typhimurium str. U288	|	 	|	1171376
1	|	Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1	|	 	|	990282
1	|	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1899	|	 	|	1454639
1	|	Salmonella enterica subsp. enterica serovar Typhimurium var. 5- str. CFSAN001921	|	 	|	1271862
1	|	Sanguibacter keddieii DSM 10542	|	 	|	446469
1	|	Saprospira grandis str. Lewin	|	 	|	984262
1	|	Sarcophilus harrisii	|	 	|	9305
1	|	Scheffersomyces stipitis CBS 6054	|	 	|	322104
1	|	Schizophyllum commune H4-8	|	 	|	578458
1	|	Schizosaccharomyces cryophilus OY26	|	 	|	653667
1	|	Schizosaccharomyces japonicus yFS275	|	 	|	402676
1	|	Schizosaccharomyces octosporus yFS286	|	 	|	483514
1	|	Schizosaccharomyces pombe 972h-	|	 	|	284812
3	|	Sclerotinia borealis F-4157	|	 	|	 
1	|	Sclerotinia sclerotiorum 1980 UF-70	|	 	|	665079
1	|	Sebaldella termitidis ATCC 33386	|	 	|	526218
1	|	Segniliparus rotundus DSM 44985	|	 	|	640132
1	|	Selenomonas ruminantium subsp. lactilytica TAM6421	|	 	|	927704
1	|	Selenomonas sputigena ATCC 35185	|	 	|	546271
1	|	Serpula lacrymans var. lacrymans S7.3	|	 	|	936435
1	|	Serpula lacrymans var. lacrymans S7.9	|	 	|	578457
1	|	Serratia liquefaciens ATCC 27592	|	 	|	1346614
3	|	Serratia liquefaciens HUMV-21	|	 	|	 
1	|	Serratia marcescens FGI94	|	 	|	1249634
1	|	Serratia marcescens SM39	|	 	|	1334564
1	|	Serratia marcescens WW4	|	 	|	435998
1	|	Serratia marcescens subsp. marcescens Db11	|	 	|	273526
1	|	Serratia multitudinisentens RB-25	|	Chania multitudinisentens RB-25	|	1441930
1	|	Serratia plymuthica 4Rx13	|	 	|	682634
1	|	Serratia plymuthica AS9	|	 	|	768492
1	|	Serratia plymuthica RVH1	|	 	|	1006598
1	|	Serratia plymuthica S13	|	 	|	1348660
3	|	Serratia plymuthica V4	|	 	|	 
1	|	Serratia proteamaculans 568	|	 	|	399741
1	|	Serratia sp. AS12	|	 	|	768490
1	|	Serratia sp. AS13	|	 	|	768493
1	|	Serratia sp. FS14	|	 	|	1327989
1	|	Serratia sp. SCBI	|	 	|	488142
3	|	Serratia symbiotica str. Cinara cedri	|	 	|	 
1	|	Shewanella amazonensis SB2B	|	 	|	326297
1	|	Shewanella baltica BA175	|	 	|	693974
1	|	Shewanella baltica OS117	|	 	|	693970
1	|	Shewanella baltica OS155	|	 	|	325240
1	|	Shewanella baltica OS185	|	 	|	402882
1	|	Shewanella baltica OS195	|	 	|	399599
1	|	Shewanella baltica OS223	|	 	|	407976
1	|	Shewanella baltica OS678	|	 	|	693973
1	|	Shewanella denitrificans OS217	|	 	|	318161
1	|	Shewanella frigidimarina NCIMB 400	|	 	|	318167
1	|	Shewanella halifaxensis HAW-EB4	|	 	|	458817
1	|	Shewanella loihica PV-4	|	 	|	323850
1	|	Shewanella oneidensis MR-1	|	 	|	211586
1	|	Shewanella pealeana ATCC 700345	|	 	|	398579
1	|	Shewanella piezotolerans WP3	|	 	|	225849
1	|	Shewanella putrefaciens 200	|	 	|	399804
1	|	Shewanella putrefaciens CN-32	|	 	|	319224
1	|	Shewanella sediminis HAW-EB3	|	 	|	425104
1	|	Shewanella sp. ANA-3	|	 	|	94122
1	|	Shewanella sp. MR-4	|	 	|	60480
1	|	Shewanella sp. MR-7	|	 	|	60481
1	|	Shewanella sp. W3-18-1	|	 	|	351745
1	|	Shewanella violacea DSS12	|	 	|	637905
1	|	Shewanella woodyi ATCC 51908	|	 	|	392500
3	|	Shigella boydii CDC 3083-94 BS512	|	 	|	 
1	|	Shigella boydii Sb227	|	 	|	300268
1	|	Shigella dysenteriae 1617	|	 	|	754093
1	|	Shigella dysenteriae Sd197	|	 	|	300267
1	|	Shigella flexneri 2002017	|	 	|	591020
1	|	Shigella flexneri 2003036	|	 	|	1282357
1	|	Shigella flexneri 2a str. 2457T	|	 	|	198215
1	|	Shigella flexneri 2a str. 301	|	 	|	198214
1	|	Shigella flexneri 5 str. 8401	|	 	|	373384
1	|	Shigella flexneri Shi06HN006	|	 	|	1282358
1	|	Shigella flexneri	|	 	|	623
1	|	Shigella sonnei 53G	|	 	|	216599
1	|	Shigella sonnei Ss046	|	 	|	300269
1	|	Shimwellia blattae DSM 4481 NBRC 105725	|	Shimwellia blattae DSM 4481 = NBRC 105725	|	630626
1	|	Siansivirga zeaxanthinifaciens CC-SAMT-1	|	 	|	1454006
1	|	Sideroxydans lithotrophicus ES-1	|	 	|	580332
1	|	Simiduia agarivorans SA1 DSM 21679	|	Simiduia agarivorans SA1 = DSM 21679	|	1117647
1	|	Simkania negevensis Z	|	 	|	331113
1	|	Singulisphaera acidiphila DSM 18658	|	 	|	886293
1	|	Sinorhizobium fredii NGR234	|	 	|	394
1	|	Sinorhizobium medicae WSM419	|	 	|	366394
1	|	Sinorhizobium meliloti 1021	|	 	|	266834
1	|	Sinorhizobium meliloti 2011	|	 	|	1286640
1	|	Sinorhizobium meliloti AK83	|	 	|	693982
1	|	Sinorhizobium meliloti BL225C	|	 	|	698936
1	|	Sinorhizobium meliloti GR4	|	 	|	1235461
3	|	Sinorhizobium meliloti RMO17	|	 	|	 
1	|	Sinorhizobium meliloti Rm41	|	 	|	1230587
1	|	Sinorhizobium meliloti SM11	|	 	|	707241
1	|	Slackia heliotrinireducens DSM 20476	|	 	|	471855
3	|	Sneathia sp. Sn35 SN35	|	 	|	 
1	|	Snodgrassella alvi wkB2	|	 	|	1196094
3	|	Sodalis glossinidius str. morsitans	|	 	|	 
3	|	Sodalis praecaptivus HS1	|	 	|	 
1	|	Solibacillus silvestris StLB046	|	 	|	1002809
1	|	Solitalea canadensis DSM 3403	|	 	|	929556
1	|	Sorangium cellulosum So0157-2	|	 	|	1254432
3	|	Sorangium cellulosum So ce56 So ce 56	|	 	|	 
1	|	Sorex araneus	|	 	|	42254
3	|	Sorghum bicolor BTx623	|	 	|	 
1	|	Spathaspora arborariae UFMG-19.1A	|	 	|	1343157
1	|	Spermophilus tridecemlineatus	|	Ictidomys tridecemlineatus	|	43179
1	|	Sphaerobacter thermophilus DSM 20745	|	 	|	479434
1	|	Sphaerobolus stellatus SS14	|	 	|	990650
1	|	Sphaerochaeta coccoides DSM 17374	|	 	|	760011
1	|	Sphaerochaeta globosa str. Buddy	|	 	|	158189
1	|	Sphaerochaeta pleomorpha str. Grapes	|	 	|	158190
3	|	Sphaerulina populicola P02.02b p02.02b	|	 	|	 
1	|	Sphingobacterium sp. 21	|	 	|	743722
1	|	Sphingobacterium sp. ML3W	|	 	|	1538644
1	|	Sphingobium chlorophenolicum L-1	|	 	|	690566
1	|	Sphingobium japonicum UT26S	|	 	|	452662
1	|	Sphingobium sp. SYK-6	|	 	|	627192
1	|	Sphingobium sp. YBL2	|	 	|	484429
1	|	Sphingomonas sanxanigenens DSM 19645 NX02	|	Sphingomonas sanxanigenens DSM 19645 = NX02	|	1123269
1	|	Sphingomonas sp. MM-1	|	 	|	745310
1	|	Sphingomonas sp. WHSC-8	|	Sphingomonas hengshuiensis	|	1609977
3	|	Sphingomonas taxi ATCC 55669	|	 	|	 
1	|	Sphingomonas wittichii RW1	|	Rhizorhabdus wittichii RW1	|	392499
1	|	Sphingopyxis alaskensis RB2256	|	 	|	317655
1	|	Sphingopyxis sp. Kp5.2	|	Sphingopyxis fribergensis	|	1515612
1	|	Spiribacter salinus M19-40	|	 	|	1260251
1	|	Spiribacter sp. UAH-SP71	|	Spiribacter curvatus	|	1335757
1	|	Spirochaeta africana DSM 8902	|	 	|	889378
2	|	Spirochaeta smaragdinae DSM 11293	|	Sediminispirochaeta smaragdinae DSM 11293	|	573413
1	|	Spirochaeta thermophila DSM 6192	|	 	|	665571
1	|	Spirochaeta thermophila DSM 6578	|	 	|	869211
1	|	Spiroplasma apis B31	|	 	|	1276258
1	|	Spiroplasma chrysopicola DF-1	|	 	|	1276227
1	|	Spiroplasma culicicola AES-1	|	 	|	1276246
1	|	Spiroplasma diminutum CUAS-1	|	 	|	1276221
3	|	Spiroplasma mirum ATCC 29335 SMCA	|	 	|	 
1	|	Spiroplasma mirum ATCC 29335	|	 	|	838561
1	|	Spiroplasma sabaudiense Ar-1343	|	 	|	1276257
1	|	Spiroplasma syrphidicola EA-1	|	 	|	1276229
1	|	Spiroplasma taiwanense CT-1	|	 	|	1276220
1	|	Spirosoma linguale DSM 74	|	 	|	504472
3	|	Spirosoma radiotolerans DG5A	|	 	|	 
1	|	Sporisorium reilianum SRZ2	|	 	|	999809
3	|	Sporisorium scitamineum 2014001	|	 	|	 
1	|	Sporothrix schenckii ATCC 58251	|	 	|	1391915
1	|	Stachybotrys chartarum IBT 40288	|	 	|	1283842
1	|	Stachybotrys chartarum IBT 40293	|	 	|	1280524
1	|	Stachybotrys chartarum IBT 7711	|	 	|	1280523
1	|	Stachybotrys chlorohalonata IBT 40285	|	 	|	1283841
1	|	Stackebrandtia nassauensis DSM 44728	|	 	|	446470
1	|	Stanieria cyanosphaera PCC 7437	|	 	|	111780
1	|	Staphylococcus aureus 04-02981	|	 	|	703339
1	|	Staphylococcus aureus 08BA02176	|	 	|	1229492
3	|	Staphylococcus aureus 144 S7	|	 	|	 
3	|	Staphylococcus aureus 2395 USA500	|	 	|	 
3	|	Staphylococcus aureus 25b MRSA	|	 	|	 
3	|	Staphylococcus aureus 26b MRSA	|	 	|	 
3	|	Staphylococcus aureus 27b MRSA	|	 	|	 
3	|	Staphylococcus aureus 29b MRSA	|	 	|	 
3	|	Staphylococcus aureus 31b MRSA	|	 	|	 
3	|	Staphylococcus aureus 33b	|	 	|	 
3	|	Staphylococcus aureus 502A	|	 	|	 
3	|	Staphylococcus aureus 71A S11	|	 	|	 
3	|	Staphylococcus aureus 79 S10	|	 	|	 
3	|	Staphylococcus aureus 93b S9	|	 	|	 
1	|	Staphylococcus aureus Bmb9393	|	 	|	1321369
1	|	Staphylococcus aureus CA-347	|	 	|	1323661
3	|	Staphylococcus aureus FCFHV36	|	 	|	 
3	|	Staphylococcus aureus ILRI Eymole1/1	|	 	|	 
1	|	Staphylococcus aureus M1	|	 	|	1305598
3	|	Staphylococcus aureus NRS 100	|	 	|	 
1	|	Staphylococcus aureus RF122	|	 	|	273036
3	|	Staphylococcus aureus SA17 S6	|	 	|	 
3	|	Staphylococcus aureus UA-S391 USA300	|	 	|	 
1	|	Staphylococcus aureus USA300-ISMMS1	|	 	|	1458279
3	|	Staphylococcus aureus XN108	|	 	|	 
1	|	Staphylococcus aureus subsp. aureus 11819-97	|	 	|	1123523
1	|	Staphylococcus aureus subsp. aureus 55/2053	|	 	|	585143
1	|	Staphylococcus aureus subsp. aureus 6850	|	 	|	1392476
1	|	Staphylococcus aureus subsp. aureus 71193	|	 	|	1155084
3	|	Staphylococcus aureus subsp. aureus ATCC 25923	|	 	|	 
1	|	Staphylococcus aureus subsp. aureus CN1	|	 	|	1193576
1	|	Staphylococcus aureus subsp. aureus COL	|	 	|	93062
1	|	Staphylococcus aureus subsp. aureus ECT-R 2	|	 	|	889933
1	|	Staphylococcus aureus subsp. aureus ED133	|	 	|	685039
1	|	Staphylococcus aureus subsp. aureus ED98	|	 	|	681288
3	|	Staphylococcus aureus subsp. aureus FORC 001	|	 	|	 
3	|	Staphylococcus aureus subsp. aureus Gv69	|	 	|	 
3	|	Staphylococcus aureus subsp. aureus H-EMRSA-15	|	 	|	 
1	|	Staphylococcus aureus subsp. aureus HO 5096 0412	|	 	|	1074252
1	|	Staphylococcus aureus subsp. aureus JH1	|	 	|	359787
1	|	Staphylococcus aureus subsp. aureus JH9	|	 	|	359786
1	|	Staphylococcus aureus subsp. aureus JKD6159	|	 	|	869816
1	|	Staphylococcus aureus subsp. aureus LGA251	|	 	|	985006
1	|	Staphylococcus aureus subsp. aureus M013	|	 	|	1118959
1	|	Staphylococcus aureus subsp. aureus MRSA252	|	 	|	282458
1	|	Staphylococcus aureus subsp. aureus MSHR1132	|	Staphylococcus argenteus	|	985002
1	|	Staphylococcus aureus subsp. aureus MSSA476	|	 	|	282459
1	|	Staphylococcus aureus subsp. aureus MW2	|	 	|	196620
1	|	Staphylococcus aureus subsp. aureus Mu3	|	 	|	418127
1	|	Staphylococcus aureus subsp. aureus Mu50	|	 	|	158878
1	|	Staphylococcus aureus subsp. aureus N315	|	 	|	158879
1	|	Staphylococcus aureus subsp. aureus NCTC 8325	|	 	|	93061
1	|	Staphylococcus aureus subsp. aureus SA268	|	 	|	1368166
1	|	Staphylococcus aureus subsp. aureus SA40	|	 	|	1194085
1	|	Staphylococcus aureus subsp. aureus SA957	|	 	|	1201010
1	|	Staphylococcus aureus subsp. aureus ST228	|	 	|	1074919
1	|	Staphylococcus aureus subsp. aureus ST398	|	 	|	523796
3	|	Staphylococcus aureus subsp. aureus ST772-MRSA-V DAR4145	|	 	|	 
1	|	Staphylococcus aureus subsp. aureus T0131	|	 	|	1006543
1	|	Staphylococcus aureus subsp. aureus TCH60	|	 	|	548473
1	|	Staphylococcus aureus subsp. aureus TW20	|	 	|	663951
3	|	Staphylococcus aureus subsp. aureus USA300 FPR3757	|	 	|	 
3	|	Staphylococcus aureus subsp. aureus USA300 TCH1516	|	 	|	 
1	|	Staphylococcus aureus subsp. aureus VC40	|	 	|	1028799
1	|	Staphylococcus aureus subsp. aureus Z172	|	 	|	1406863
1	|	Staphylococcus aureus subsp. aureus str. JKD6008	|	 	|	546342
1	|	Staphylococcus aureus subsp. aureus str. Newman	|	 	|	426430
1	|	Staphylococcus carnosus subsp. carnosus TM300	|	 	|	396513
3	|	Staphylococcus epidermidis 949 S8	|	 	|	 
1	|	Staphylococcus epidermidis ATCC 12228	|	 	|	176280
1	|	Staphylococcus epidermidis PM221	|	 	|	1449752
1	|	Staphylococcus epidermidis RP62A	|	 	|	176279
3	|	Staphylococcus epidermidis SEI	|	 	|	 
1	|	Staphylococcus haemolyticus JCSC1435	|	 	|	279808
3	|	Staphylococcus haemolyticus Sh29/312/L2	|	 	|	 
3	|	Staphylococcus hyicus ATCC 11249	|	 	|	 
1	|	Staphylococcus lugdunensis HKU09-01	|	 	|	698737
1	|	Staphylococcus lugdunensis N920143	|	 	|	1034809
1	|	Staphylococcus pasteuri SP1	|	 	|	1276282
1	|	Staphylococcus pseudintermedius E140	|	 	|	1266717
1	|	Staphylococcus pseudintermedius ED99	|	 	|	984892
1	|	Staphylococcus pseudintermedius HKU10-03	|	 	|	937773
2	|	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	|	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292	|	342451
1	|	Staphylococcus warneri SG1	|	 	|	1194526
3	|	Staphylococcus xylosus HKUOPL8	|	 	|	 
3	|	Staphylococcus xylosus SMQ-121	|	 	|	 
1	|	Staphylothermus hellenicus DSM 12710	|	 	|	591019
1	|	Staphylothermus marinus F1	|	 	|	399550
1	|	Starkeya novella DSM 506	|	 	|	639283
3	|	Stenotrophomonas maltophilia 13637	|	 	|	 
1	|	Stenotrophomonas maltophilia D457	|	 	|	1163399
1	|	Stenotrophomonas maltophilia JV3	|	 	|	868597
1	|	Stenotrophomonas maltophilia K279a	|	 	|	522373
1	|	Stenotrophomonas maltophilia R551-3	|	 	|	391008
3	|	Stenotrophomonas rhizophila DSM14405	|	 	|	 
1	|	Stereum hirsutum FP-91666 SS1	|	 	|	721885
1	|	Stigmatella aurantiaca DW4/3-1	|	 	|	378806
1	|	Streptobacillus moniliformis DSM 12112	|	 	|	519441
1	|	Streptococcus agalactiae 09mas018883	|	 	|	1309806
1	|	Streptococcus agalactiae 138P	|	 	|	1417990
3	|	Streptococcus agalactiae 138spar	|	 	|	 
1	|	Streptococcus agalactiae 2-22	|	 	|	1261567
1	|	Streptococcus agalactiae 2603V/R	|	 	|	208435
1	|	Streptococcus agalactiae A909	|	 	|	205921
1	|	Streptococcus agalactiae CNCTC 10/84	|	 	|	1427374
1	|	Streptococcus agalactiae COH1	|	 	|	342616
3	|	Streptococcus agalactiae GBS1-NY	|	 	|	 
3	|	Streptococcus agalactiae GBS2-NM	|	 	|	 
3	|	Streptococcus agalactiae GBS6	|	 	|	 
1	|	Streptococcus agalactiae GD201008-001	|	 	|	1203670
1	|	Streptococcus agalactiae ILRI005	|	 	|	1309807
1	|	Streptococcus agalactiae ILRI112	|	 	|	1318615
3	|	Streptococcus agalactiae NGBS061	|	 	|	 
3	|	Streptococcus agalactiae NGBS572	|	 	|	 
1	|	Streptococcus agalactiae SA20-06	|	 	|	1231389
1	|	Streptococcus anginosus C1051	|	 	|	862970
1	|	Streptococcus anginosus C238	|	 	|	862971
3	|	Streptococcus anginosus SA1	|	 	|	 
1	|	Streptococcus anginosus subsp. whileyi MAS624	|	 	|	1353243
1	|	Streptococcus constellatus subsp. pharyngis C1050	|	 	|	862969
1	|	Streptococcus constellatus subsp. pharyngis C232	|	 	|	696216
1	|	Streptococcus constellatus subsp. pharyngis C818	|	 	|	862968
1	|	Streptococcus dysgalactiae subsp. equisimilis 167	|	 	|	1247189
1	|	Streptococcus dysgalactiae subsp. equisimilis AC-2713	|	 	|	759913
1	|	Streptococcus dysgalactiae subsp. equisimilis ATCC 12394	|	 	|	663954
3	|	Streptococcus dysgalactiae subsp. equisimilis GGS 124	|	 	|	 
1	|	Streptococcus dysgalactiae subsp. equisimilis RE378	|	 	|	617121
1	|	Streptococcus equi subsp. equi 4047	|	 	|	553482
1	|	Streptococcus equi subsp. zooepidemicus ATCC 35246	|	 	|	1051072
1	|	Streptococcus equi subsp. zooepidemicus CY	|	 	|	1403449
1	|	Streptococcus equi subsp. zooepidemicus H70	|	 	|	553483
3	|	Streptococcus equi subsp. zooepidemicus MGCS10565 ATCC BAA1716	|	 	|	 
1	|	Streptococcus gallolyticus UCN34	|	 	|	637909
1	|	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143	|	 	|	981539
1	|	Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	|	 	|	990317
1	|	Streptococcus gordonii str. Challis substr. CH1	|	 	|	467705
1	|	Streptococcus infantarius subsp. infantarius CJ18	|	 	|	1069533
3	|	Streptococcus iniae ISET0901	|	 	|	 
3	|	Streptococcus iniae ISNO	|	 	|	 
1	|	Streptococcus iniae SF1	|	 	|	1318633
3	|	Streptococcus iniae YSFST01-82	|	 	|	 
1	|	Streptococcus intermedius B196	|	 	|	862967
1	|	Streptococcus intermedius C270	|	 	|	862966
1	|	Streptococcus intermedius JTH08	|	 	|	591365
1	|	Streptococcus lutetiensis 033	|	 	|	1076934
1	|	Streptococcus macedonicus ACA-DC 198	|	 	|	1116231
1	|	Streptococcus mitis B6	|	 	|	365659
1	|	Streptococcus mutans GS-5	|	 	|	1198676
1	|	Streptococcus mutans LJ23	|	 	|	1155071
1	|	Streptococcus mutans NN2025	|	 	|	511691
1	|	Streptococcus mutans UA159-FR	|	 	|	1437447
1	|	Streptococcus mutans UA159	|	 	|	210007
